,name,cate_1,cate_2,cate_3,dong,lon,lat,cate_mix,kakao_keyword,kakao_map_url,kakao_store_name,kakao_star_point,kakao_star_point_qty,kakao_blog_review_txt,kakao_blog_review_qty
344,골든레빗커피전문점,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,효동,36.3112115543355,127.456044842215,커피점 카페커피전문점 카페 다방비알콜 음료점업,효동%20골든레빗커피전문점,https://place.map.kakao.com/16538491,골든레빗,5.0,2.0,,2.0
345,빛고을,한식,한식/백반/한정식,한식 음식점업,탄방동,36.3443517417174,127.383836132552,한식한식 백반 한정식한식 음식점업,탄방동%20빛고을,https://place.map.kakao.com/1403196659,빛고을,3.7,9.0,불친절하고 맛없음. 신탄진 지나서 마중한정식이 훨씬더 퀄리티있고 맛있고 분위기도 멋지네요,4.0
346,도니스바베큐,한식,기타고기요리,한식 음식점업,원신흥동,36.3476369149347,127.339157671,한식기타고기요리한식 음식점업,원신흥동%20도니스바베큐,https://place.map.kakao.com/2090575532,도니스바베큐,3.7,9.0,,0.0
347,홈런단란주점,유흥주점,기타일반유흥주점,일반유흥 주점업,온천2동,36.358705232161,127.336089089693,유흥주점기타일반유흥주점일반유흥 주점업,온천2동%20홈런단란주점,https://place.map.kakao.com/21437114,홈런단란주점,3.7,9.0,,0.0
348,돈수레식당,한식,한식/백반/한정식,한식 음식점업,중촌동,36.3392977403003,127.407402982056,한식한식 백반 한정식한식 음식점업,중촌동%20돈수레식당,https://place.map.kakao.com/16006872,이가네돈수레,4.0,6.0,,28.0
349,봄뜻,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,가양1동,36.3478122104152,127.440571855572,커피점 카페커피전문점 카페 다방비알콜 음료점업,가양1동%20봄뜻,https://place.map.kakao.com/452045896,봄뜻,4.0,6.0,,0.0
350,새벽우리갯벌낙지,일식/수산물,낙지/오징어,한식 음식점업,월평3동,36.3591461939414,127.365835810404,일식 수산물낙지 오징어한식 음식점업,월평3동%20새벽우리갯벌낙지,https://place.map.kakao.com/21358998,새벽우리갯벌낙지 대전월평점,4.0,6.0,,0.0
351,비밀의정원,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,용운동,36.3385079702718,127.457448076658,커피점 카페커피전문점 카페 다방비알콜 음료점업,용운동%20비밀의정원,https://place.map.kakao.com/796666654,비밀의정원,5.0,1.0,,9.0
352,고봉산농장,한식,한식/백반/한정식,한식 음식점업,대청동,36.3566976974981,127.476174503785,한식한식 백반 한정식한식 음식점업,대청동%20고봉산농장,https://place.map.kakao.com/21438354,고봉산농장식당,5.0,1.0,,0.0
353,딸2아들1[봉명],한식,한식/백반/한정식,한식 음식점업,온천1동,36.3564057630177,127.334236745443,한식한식 백반 한정식한식 음식점업,온천1동%20딸2아들1[봉명],https://place.map.kakao.com/26322287,딸2아들1,5.0,1.0,,0.0
354,검상골,한식,한식/백반/한정식,한식 음식점업,탄방동,36.346220745966,127.382751903391,한식한식 백반 한정식한식 음식점업,탄방동%20검상골,https://place.map.kakao.com/136319547,검상골,1.0,1.0,가게에서 고양이를 키우는건가요 ??,0.0
355,홍도칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,신인동,36.3221693222404,127.447849622214,분식국수 만두 칼국수분식 및 김밥 전문점,신인동%20홍도칼국수,https://place.map.kakao.com/689393234,홍도칼국수,3.7,3.0,,5.0
356,베바스커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,정림동,36.3047055680997,127.366577496458,커피점 카페커피전문점 카페 다방비알콜 음료점업,정림동%20베바스커피,https://place.map.kakao.com/1617531485,베바스커피,3.7,3.0,,0.0
357,"수통골,조개손칼국수",분식,국수/만두/칼국수,분식 및 김밥 전문점,온천1동,36.3485116443077,127.293561481749,분식국수 만두 칼국수분식 및 김밥 전문점,"온천1동%20수통골,조개손칼국수",https://place.map.kakao.com/1027295579,수통골조개손칼국수,3.7,3.0,,1.0
358,시에틀카페,한식,한식/백반/한정식,한식 음식점업,관평동,36.4311919149764,127.393689956362,한식한식 백반 한정식한식 음식점업,관평동%20시에틀카페,https://place.map.kakao.com/95987872,시애틀,3.7,3.0,,1.0
359,콜미레이첼,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,관평동,36.4260323927474,127.392815604312,커피점 카페커피전문점 카페 다방비알콜 음료점업,관평동%20콜미레이첼,https://place.map.kakao.com/369704891,콜미레이첼,1.0,3.0,케이크...,4.0
360,전원다방,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,은행선화동,36.3348011292419,127.418542690457,커피점 카페커피전문점 카페 다방비알콜 음료점업,은행선화동%20전원다방,https://place.map.kakao.com/10721203,전원다방,1.0,3.0,,0.0
361,온담월,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,오정동,36.3527951938023,127.423311228697,커피점 카페커피전문점 카페 다방비알콜 음료점업,오정동%20온담월,https://place.map.kakao.com/1503146299,온담월,1.0,3.0,,0.0
362,하동만두샤브,분식,국수/만두/칼국수,분식 및 김밥 전문점,산성동,36.2932986531541,127.382656904378,분식국수 만두 칼국수분식 및 김밥 전문점,산성동%20하동만두샤브,https://place.map.kakao.com/995248350,하동만두샤브 본점,3.3,4.0,나는 꾸리꾸리한 요상한 맛이 나서 싫어하는데 지인은 유명하고 맛이다고 하더라구요,13.0
363,바빈스커피,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,월평1동,36.3519295513293,127.352825395521,커피점 카페커피전문점 카페 다방비알콜 음료점업,월평1동%20바빈스커피,https://place.map.kakao.com/19909602,바빈스커피 대전패션월드점,3.3,4.0,,0.0
364,다송치킨카페,닭/오리요리,후라이드/양념치킨,치킨 전문점,가수원동,36.3293897249784,127.341350091713,닭 오리요리후라이드 양념치킨치킨 전문점,가수원동%20다송치킨카페,https://place.map.kakao.com/27438446,다송치킨카페 목원대점,3.3,4.0,,0.0
365,친구만들기식당,양식,정통양식/경양식,서양식 음식점업,대사동,36.3163901299004,127.426341327777,양식정통양식 경양식서양식 음식점업,대사동%20친구만들기식당,https://place.map.kakao.com/9962566,친구만들기,3.3,4.0,,0.0
366,락원간제미타운식당,한식,한식/백반/한정식,한식 음식점업,성남동,36.3425250303597,127.435496327807,한식한식 백반 한정식한식 음식점업,성남동%20락원간제미타운식당,https://place.map.kakao.com/27419164,락원간제미타운식당,4.0,3.0,해산물 싱싱합니다,1.0
367,더참맛수육국밥,한식,해장국/감자탕,한식 음식점업,오정동,36.3512346438456,127.424893677313,한식해장국 감자탕한식 음식점업,오정동%20더참맛수육국밥,https://place.map.kakao.com/24574217,더참맛수육국밥&보쌈 한남대점,3.0,3.0,비싸고 별로...,2.0
368,두리칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,대흥동,36.3243726874542,127.427686166091,분식국수 만두 칼국수분식 및 김밥 전문점,대흥동%20두리칼국수,https://place.map.kakao.com/21336770,두리칼국수,3.0,3.0,,0.0
369,쿠우쿠우,일식/수산물,음식점-초밥전문,일식 음식점업,은행선화동,36.3280651412717,127.427124535656,일식 수산물음식점-초밥전문일식 음식점업,은행선화동%20쿠우쿠우,https://place.map.kakao.com/19534957,쿠우쿠우 대전점,3.8,15.0,,27.0
370,삽교게장,일식/수산물,게장전문,한식 음식점업,가수원동,36.3230250870498,127.344299360831,일식 수산물게장전문한식 음식점업,가수원동%20삽교게장,https://place.map.kakao.com/61596166,삽교게장,5.0,1.0,맛있어요. 점심 장사부터 시작해서 저녁 7시 정도까지만 합니다. 집밥처럼 입에 잘 맞아요.,0.0
371,어머니만두식당,분식,국수/만두/칼국수,분식 및 김밥 전문점,복수동,36.3081790889393,127.37584734125,분식국수 만두 칼국수분식 및 김밥 전문점,복수동%20어머니만두식당,https://place.map.kakao.com/15439927,어머니만두,5.0,1.0,밥 정말 싸고 맛있어요 주인 아주머니도 친절해요~^^,0.0
372,미스터피자대전서구점,패스트푸드,피자전문,"피자, 햄버거, 샌드위치 및 유사 음식점업",가수원동,36.3053406897513,127.352230683736,"패스트푸드피자전문피자, 햄버거, 샌드위치 및 유사 음식점업",가수원동%20미스터피자대전서구점,https://place.map.kakao.com/17051891,미스터피자 대전서구점,2.3,3.0,항상 맛있게 먹어요 피자집중 유일하게 단골입니다 사장님이 친절하시고 매너도 좋습니다,0.0
373,나래원식당,한식,한식/백반/한정식,한식 음식점업,비래동,36.3552493161995,127.45066900728,한식한식 백반 한정식한식 음식점업,비래동%20나래원식당,https://place.map.kakao.com/25987830,나래원,4.8,8.0,,49.0
374,털보뚝배기,한식,한식/백반/한정식,한식 음식점업,신성동,36.3853478481296,127.378307545416,한식한식 백반 한정식한식 음식점업,신성동%20털보뚝배기,https://place.map.kakao.com/9544854,털보뚝배기,3.3,7.0,뚝배기,6.0
375,장마을닷컴,한식,족발/보쌈전문,한식 음식점업,둔산1동,36.3509843461288,127.388986886948,한식족발 보쌈전문한식 음식점업,둔산1동%20장마을닷컴,https://place.map.kakao.com/21684467,장마을닷컴,5.0,1.0,관평동에 있던 장마을 맞나요?,0.0
376,더좋은갈비,한식,갈비/삼겹살,한식 음식점업,전민동,36.3985947732888,127.4027725839,한식갈비 삼겹살한식 음식점업,전민동%20더좋은갈비,https://place.map.kakao.com/2051105533,더좋은갈비,5.0,1.0,,0.0
377,코아김밥,분식,라면김밥분식,분식 및 김밥 전문점,전민동,36.3999883016672,127.405705088419,분식라면김밥분식분식 및 김밥 전문점,전민동%20코아김밥,https://place.map.kakao.com/9222046,코아김밥,5.0,1.0,,0.0
378,몽마르뜨식당,한식,한식/백반/한정식,한식 음식점업,중앙동,36.3304736788455,127.433255334938,한식한식 백반 한정식한식 음식점업,중앙동%20몽마르뜨식당,https://place.map.kakao.com/11271385,몽마르뜨,1.0,1.0,술집도아니고 찻집도 아니고 3층엔 노래방이라니 뭔지 모르겠네요,0.0
379,김삿갓,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중앙동,36.3314690676622,127.432201097098,커피점 카페커피전문점 카페 다방비알콜 음료점업,중앙동%20김삿갓,https://place.map.kakao.com/5862540,추억의김삿갓,1.0,1.0,,0.0
380,평양치킨,닭/오리요리,후라이드/양념치킨,치킨 전문점,오정동,36.3590339827695,127.414484900143,닭 오리요리후라이드 양념치킨치킨 전문점,오정동%20평양치킨,https://place.map.kakao.com/8574545,평양치킨 오정점,5.0,1.0,맛있고 친절하고 좋아요.,0.0
381,족사랑,한식,갈비/삼겹살,한식 음식점업,괴정동,36.3399007091658,127.38231162452,한식갈비 삼겹살한식 음식점업,괴정동%20족사랑,https://place.map.kakao.com/26876104,족사랑 괴정점,5.0,1.0,맛있어요 . 대전 맛집! ,4.0
382,오정시장회타운,일식/수산물,음식점-일식,일식 음식점업,오정동,36.3602397770437,127.404982297042,일식 수산물음식점-일식일식 음식점업,오정동%20오정시장회타운,https://place.map.kakao.com/18357065,장터,3.0,1.0,상차림비가 좀 비싼 듯.  매운탕은 맛있다,1.0
383,시골손칼국수식당,분식,국수/만두/칼국수,분식 및 김밥 전문점,용운동,36.3250636969776,127.459980441081,분식국수 만두 칼국수분식 및 김밥 전문점,용운동%20시골손칼국수식당,https://place.map.kakao.com/1101858697,시골손칼국수,5.0,1.0,넘 맛있어유 파전도 국수두,4.0
384,호박7080,유흥주점,기타일반유흥주점,일반유흥 주점업,대흥동,36.3268436431414,127.42424874968,유흥주점기타일반유흥주점일반유흥 주점업,대흥동%20호박7080,https://place.map.kakao.com/1531904541,7080호박,5.0,1.0,,0.0
385,은하다방,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,중앙동,36.3293176940878,127.430857834262,커피점 카페커피전문점 카페 다방비알콜 음료점업,중앙동%20은하다방,https://place.map.kakao.com/23924589,현대다방현대문구은하분식현대오토바이,5.0,1.0,,0.0
386,통영굴나라,일식/수산물,굴요리전문,한식 음식점업,월평1동,36.3559716938634,127.365438163019,일식 수산물굴요리전문한식 음식점업,월평1동%20통영굴나라,https://place.map.kakao.com/15307895,통영굴나라,4.7,7.0,,18.0
387,카페램,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,용운동,36.3317485161067,127.455456571979,커피점 카페커피전문점 카페 다방비알콜 음료점업,용운동%20카페램,https://place.map.kakao.com/25133431,카페랩,4.7,7.0,,0.0
388,중앙족발,한식,족발/보쌈전문,한식 음식점업,중앙동,36.3291326765324,127.431750241497,한식족발 보쌈전문한식 음식점업,중앙동%20중앙족발,https://place.map.kakao.com/10789823,중앙미니족발,4.7,7.0,,0.0
389,카페리에또,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,온천2동,36.3611110880833,127.337628643493,커피점 카페커피전문점 카페 다방비알콜 음료점업,온천2동%20카페리에또,https://place.map.kakao.com/25770921,카페리에또,4.7,7.0,,1.0
390,하람에프앤비대전지점,한식,한식/백반/한정식,한식 음식점업,괴정동,36.3406950452548,127.389568560595,한식한식 백반 한정식한식 음식점업,괴정동%20하람에프앤비대전지점,https://place.map.kakao.com/438059079,펀피쉬알 롯데대전점,1.0,1.0,모든 회는 다 말라 비틀어졌고...  초밥 위에 올라간 사시미는 너무나도 흔하였고...  가격대비 최악의 장소를 뽑자면 주저없이 선택할 듯...  고무 타이어를 씹는듯한 가리비 초밥... (모든 조개 종류의 초밥이 다 이렇다니...)  푸석푸석한 맛의 회초밥...  얼음이 서걱서걱 씹히는 참치 초밥...  입장을 고민하는 분... 진심으로 생각하건데... ...,16.0
391,함박칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,대흥동,36.3210789498646,127.428701451133,분식국수 만두 칼국수분식 및 김밥 전문점,대흥동%20함박칼국수,https://place.map.kakao.com/9281066,함박 칼국수,1.0,1.0,,4.0
392,엠씨에프디원조태평소국밥전문점별관,한식,해장국/감자탕,한식 음식점업,태평1동,36.3268642839098,127.39556841376,한식해장국 감자탕한식 음식점업,태평1동%20엠씨에프디원조태평소국밥전문점별관,https://place.map.kakao.com/9552388,태평소국밥 본점,3.9,120.0,매운갈비주문했는데 반찬은 김치뿐.공기밥양이 무지 적어 성인남성은 2그릇은 먹어야하며 맨손으로 쓰레기통미우느라 만지고 물로 대충씻은 손으로 김치를 담는데 손에 만지며 담네요.위생에 취약,82.0
393,로뚜뚜,유흥주점,빠/카페/스탠드빠,일반유흥 주점업,산내동,36.2821047091169,127.466910950241,유흥주점빠 카페 스탠드빠일반유흥 주점업,산내동%20로뚜뚜,https://place.map.kakao.com/18460402,로뚜뚜,5.0,4.0,"커피맛 좋고, 가격도 적당하고, 메뉴도 트렌디함",3.0
394,햇쌀떡방,제과제빵떡케익,떡전문,제과점업,용두동,36.3313786639442,127.404366433762,제과제빵떡케익떡전문제과점업,용두동%20햇쌀떡방,https://place.map.kakao.com/9599322,햇쌀떡방,5.0,4.0,,0.0
395,땡글,유흥주점,룸살롱/단란주점,일반유흥 주점업,중리동,36.3604774391492,127.424056835373,유흥주점룸살롱 단란주점일반유흥 주점업,중리동%20땡글,https://place.map.kakao.com/510690319,땡글공방,5.0,4.0,,0.0
396,장충동뚱보할머니족발보쌈,한식,족발/보쌈전문,한식 음식점업,정림동,36.305637831487,127.362238486071,한식족발 보쌈전문한식 음식점업,정림동%20장충동뚱보할머니족발보쌈,https://place.map.kakao.com/9358770,장충동뚱보할머니족발보쌈,5.0,4.0,,1.0
397,콩두울,한식,두부요리전문,한식 음식점업,둔산2동,36.3533892109455,127.381692565724,한식두부요리전문한식 음식점업,둔산2동%20콩두울,https://place.map.kakao.com/24612650,콩두울 둔산점,5.0,4.0,,4.0
398,부산산꼼장어식당,일식/수산물,곰장어전문,한식 음식점업,문창동,36.3142933589133,127.4383948789,일식 수산물곰장어전문한식 음식점업,문창동%20부산산꼼장어식당,https://place.map.kakao.com/17834466,부산산꼼장어,5.0,4.0,,1.0
399,채선당플러스,한식,한식/백반/한정식,한식 음식점업,가수원동,36.3056989732972,127.353485963105,한식한식 백반 한정식한식 음식점업,가수원동%20채선당플러스,https://place.map.kakao.com/1500515951,채선당PLUS 가수원점,4.0,1.0,,7.0
400,명동칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,둔산1동,36.356365724969,127.389167674606,분식국수 만두 칼국수분식 및 김밥 전문점,둔산1동%20명동칼국수,https://place.map.kakao.com/9027625,명동칼국수,3.0,2.0,칼국수랑 수제비 둘 다 맛은 있는데 아저씨가 너무 무섭네요. 카드 단말기가 있는지 없는지 모르겠지만 카드결제 안되고 무조건 현금만 가능하네요. 밥 쫌 남겼다고 사람들 앞에서 불같이 화를 내시고 앞으로는 안가려구요. 가실분들은 꼭 현금 챙겨가세요…,9.0
401,명문꼬막짬뽕,중식,중국음식/중국집,중식 음식점업,신인동,36.3226689908499,127.444816735839,중식중국음식 중국집중식 음식점업,신인동%20명문꼬막짬뽕,https://place.map.kakao.com/26938000,명문꼬막짬뽕,3.3,4.0,꼬막 알은 중리동 향미각보다 훨씬 튼실해보임 매운것을 좋아한다면 좀 더 맵게 해달라고 해도 될듯 자극적이지는 않은 맛으로 1인 1주문시 공기밥은 셀프로 먹을수 있음,5.0
402,카페길우,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,산내동,36.2822216712867,127.466865628403,커피점 카페커피전문점 카페 다방비알콜 음료점업,산내동%20카페길우,https://place.map.kakao.com/1540673170,길우커피,5.0,1.0,큰길(?) 말고 뒷길에 있는 내공있는 카페,1.0
403,만인산휴게소,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,산내동,36.2001075291316,127.449063839688,커피점 카페커피전문점 카페 다방비알콜 음료점업,산내동%20만인산휴게소,https://place.map.kakao.com/7862692,만인산 휴게소,2.0,6.0,별 1개도 아까움 만인산한식당 최악!! 샤브샤브 거의 2만원대인데 진짜 형편없음  비싸긴 너무 비싸고 최악임 다신 안감,3.0
404,오복손칼국수,분식,국수/만두/칼국수,분식 및 김밥 전문점,전민동,36.3999883016672,127.405705088419,분식국수 만두 칼국수분식 및 김밥 전문점,전민동%20오복손칼국수,https://place.map.kakao.com/21341518,오복손칼국수,4.0,1.0,"위생에 대한 집착을 조금 내려놓는 대신, 구수하고 든든한 국수 한그릇이 가능함. 입맛따라 김가루와 다대기 잘 조절 필요.",3.0
405,두울샤브칼국수,별식/퓨전요리,샤브샤브전문,한식 음식점업,탄방동,36.3459762180983,127.389538484456,별식 퓨전요리샤브샤브전문한식 음식점업,탄방동%20두울샤브칼국수,https://place.map.kakao.com/7861889,두울샤브칼국수 탄방점,3.9,11.0,친절하고 맛나요,62.0
406,비원,한식,한식/백반/한정식,한식 음식점업,월평1동,36.3567469104242,127.365465297346,한식한식 백반 한정식한식 음식점업,월평1동%20비원,https://place.map.kakao.com/27312116,카페가비원,5.0,1.0,상대적으로  가성비가 훌륭한 카페입니다. 도안동에서 무난한 곳을 찾으시면 추천드립니다.,2.0
407,신촌감자탕,한식,해장국/감자탕,한식 음식점업,용운동,36.3276854031198,127.455796709893,한식해장국 감자탕한식 음식점업,용운동%20신촌감자탕,https://place.map.kakao.com/14505309,신촌 감자탕,5.0,1.0,,1.0
408,송담추어탕,한식,추어탕전문,한식 음식점업,중리동,36.3592870999775,127.427664653348,한식추어탕전문한식 음식점업,중리동%20송담추어탕,https://place.map.kakao.com/25986231,송담추어탕 대전중리점,4.7,3.0,넌내게 모욕감을준게아닌 추어탕을 알려줬어 그래서 난 추어탕을 좋아하게됐지 진짜 맛도 영양도 직원친절도 최고 특히 얼큰추어탕 존맛탱,4.0
409,동해원,중식,중국음식/중국집,중식 음식점업,온천2동,36.3623227780933,127.348193029466,중식중국음식 중국집중식 음식점업,온천2동%20동해원,https://place.map.kakao.com/8273550,동해원,3.4,33.0,짬뽕 이라고 하기엔 밋밋..,31.0
410,손가네막창구이식당,한식,곱창/양구이전문,한식 음식점업,성남동,36.3415048883775,127.437041014674,한식곱창 양구이전문한식 음식점업,성남동%20손가네막창구이식당,https://place.map.kakao.com/11587371,손가네막창주먹구이,5.0,4.0,,1.0
411,우명동전통떡마을영농조합,제과제빵떡케익,떡전문,제과점업,기성동,36.2359543608681,127.28298324686,제과제빵떡케익떡전문제과점업,기성동%20우명동전통떡마을영농조합,https://place.map.kakao.com/18515039,우명동 전통떡마을영농조합법인,5.0,4.0,,0.0
412,페리카나유성2점,닭/오리요리,후라이드/양념치킨,치킨 전문점,온천2동,36.3594132948647,127.333765431193,닭 오리요리후라이드 양념치킨치킨 전문점,온천2동%20페리카나유성2점,https://place.map.kakao.com/11250021,페리카나 유성2점,5.0,4.0,,0.0
413,음악에꽃마차,한식,한식/백반/한정식,한식 음식점업,오류동,36.3225102535759,127.409802107877,한식한식 백반 한정식한식 음식점업,오류동%20음악에꽃마차,https://place.map.kakao.com/21334007,음악에꽃마차,5.0,4.0,,9.0
414,신풍전삼계탕,한식,한식/백반/한정식,한식 음식점업,유천2동,36.3186671619692,127.399997316554,한식한식 백반 한정식한식 음식점업,유천2동%20신풍전삼계탕,https://place.map.kakao.com/12589939,풍전삼계탕,3.0,2.0,메뉴가격이틀림..!! 서비스도불친절하고 약간사기당한느낌!! 블러그보고찾아갔는데..마음상함. 맛도별로....!! 식당주변에하수구냄새가너무심해서 삼계탕먹은거전부토할뻔했슴.. 두번은가지않겠다고다짐했음 한마디로엉망진창.. 이식당가는사람 이해안됨..!! ,54.0
415,신부여순대식당,별식/퓨전요리,순대전문점,한식 음식점업,판암2동,36.3177373156269,127.456188829694,별식 퓨전요리순대전문점한식 음식점업,판암2동%20신부여순대식당,https://place.map.kakao.com/10461758,부여순대,3.1,12.0,밥이 적다고 하니까 우린 고기를 많이 주니까 그런말 말란다 국밥먹으로 왔지 고기먹으려는거 아니다 그리고 다른곳에서 7천원이면 여기보다 큰그릇에 더많이 준다 했더니 그집가서 먹지 왜여기에 오냐고..  직원들 싸가지가 날아간건 옛날이고 혼자온 손님은 구석에 가라하고 맛은 별로고  가격은 비싸고  이 근처에 먹을만한 곳이 없어서 여기에 자주 왔는데       이...,15.0
416,만남식당,한식,한식/백반/한정식,한식 음식점업,둔산2동,36.3582583844717,127.387414672972,한식한식 백반 한정식한식 음식점업,둔산2동%20만남식당,https://place.map.kakao.com/617160078,치킨과요리의만남 갈마점,3.1,12.0,,0.0
417,예본떡집,제과제빵떡케익,제과점,제과점업,덕암동,36.4356541904669,127.421159681969,제과제빵떡케익제과점제과점업,덕암동%20예본떡집,https://place.map.kakao.com/17141953,예본,3.1,12.0,,0.0
418,탐앤탐스,커피점/카페,커피전문점/카페/다방,비알콜 음료점업,둔산2동,36.3531314976571,127.378920330762,커피점 카페커피전문점 카페 다방비알콜 음료점업,둔산2동%20탐앤탐스,https://place.map.kakao.com/1728663058,탐앤탐스 대전유성점,5.0,1.0,직원분들도 넘 친절하시고 프레즐도 완전 맛있어용,1.0
419,힐가식당,한식,한식/백반/한정식,한식 음식점업,석교동,36.3065834561365,127.441356418846,한식한식 백반 한정식한식 음식점업,석교동%20힐가식당,https://place.map.kakao.com/19313495,힐가식당,5.0,1.0,최애 단고기집! 삼계탕도 수준급이고 전반적으로 훌륭하지만 셀러리 초절임이 찐킬포~ㅎ,0.0
420,족의보감,한식,한식/백반/한정식,한식 음식점업,오류동,36.3234801083173,127.410919678119,한식한식 백반 한정식한식 음식점업,오류동%20족의보감,https://place.map.kakao.com/17494337,족의보감,3.5,6.0,"어제 배달로 반반 시켜서 먹었는데 겉보기보다 양이 상당히 많음,  맛도 좋구요 맑은 콩나물국이 느끼함과 매콤함을 잡아주네요^^ 무생채는 별로~개인취향임",12.0
421,장스시,일식/수산물,음식점-초밥전문,일식 음식점업,태평1동,36.3247875906191,127.396597975367,일식 수산물음식점-초밥전문일식 음식점업,태평1동%20장스시,https://place.map.kakao.com/138244306,장스시,3.5,6.0,,2.0
422,황제왕돈까스,양식,돈가스전문점,서양식 음식점업,대동,36.3301830397294,127.444295618916,양식돈가스전문점서양식 음식점업,대동%20황제왕돈까스,https://place.map.kakao.com/23436903,황제왕돈까스,3.5,6.0,,3.0
423,조봉순상무국밥,한식,해장국/감자탕,한식 음식점업,목상동,36.4472441849867,127.410130421391,한식해장국 감자탕한식 음식점업,목상동%20조봉순상무국밥,https://place.map.kakao.com/13103457,조봉순상무국밥 목상점,1.0,1.0,삼겹살 도 파는데 그 것보단 허벅중간살 이 더 쪼아,0.0
424,킴스부대찌게,한식,부대찌개/섞어찌개,한식 음식점업,목상동,36.4465979639289,127.410670754586,한식부대찌개 섞어찌개한식 음식점업,목상동%20킴스부대찌게,https://place.map.kakao.com/26471318,킴스부대찌개 신탄진점,3.0,4.0,맛집,16.0
425,이가참치,일식/수산물,참치전문점,일식 음식점업,용전동,36.352616948528,127.436961021813,일식 수산물참치전문점일식 음식점업,용전동%20이가참치,https://place.map.kakao.com/14649780,이가참치,3.0,4.0,,1.0
426,통소매식당,한식,한식/백반/한정식,한식 음식점업,대사동,36.3209366039642,127.417877228711,한식한식 백반 한정식한식 음식점업,대사동%20통소매식당,https://place.map.kakao.com/15379256,통소매둘,3.0,4.0,,1.0
427,오류동태백산맥,한식,한식/백반/한정식,한식 음식점업,오류동,36.325261451918,127.406640529895,한식한식 백반 한정식한식 음식점업,오류동%20오류동태백산맥,https://place.map.kakao.com/16566809,태백산맥삼성점,3.0,4.0,,0.0
428,불나닭,한식,한식/백반/한정식,한식 음식점업,원신흥동,36.339266100945,127.342748522202,한식한식 백반 한정식한식 음식점업,원신흥동%20불나닭,https://place.map.kakao.com/26510416,불나닭 도안신도시점,4.5,2.0,,7.0
429,등나무집,한식,한식/백반/한정식,한식 음식점업,대청동,36.3982088494856,127.532551031309,한식한식 백반 한정식한식 음식점업,대청동%20등나무집,https://place.map.kakao.com/22757323,팔팔집,4.5,2.0,,0.0
430,논산떡전문백화점,제과제빵떡케익,떡전문,제과점업,삼성동,36.3431422472241,127.41762289134,제과제빵떡케익떡전문제과점업,삼성동%20논산떡전문백화점,https://place.map.kakao.com/8855737,논산떡전문백화점,4.5,2.0,,0.0
431,별쥬부,한식,한식/백반/한정식,한식 음식점업,탄방동,36.3482290248196,127.389476335664,한식한식 백반 한정식한식 음식점업,탄방동%20별쥬부,https://place.map.kakao.com/150807579,별주부해물찜탕,5.0,4.0,"해물탕 먹었는데 국물 짱 시원해요~ 엄마아빠할아버지 모두 만족!! 맛조개,가리비,오징어,낙지,새우,백합,꽃게,동죽,미나리,콩나물 ~~많이 들어가고 푸짐해요. 완전 추천^^",50.0
432,섬마을식당,한식,한식/백반/한정식,한식 음식점업,신성동,36.3889195057858,127.348383521859,한식한식 백반 한정식한식 음식점업,신성동%20섬마을식당,https://place.map.kakao.com/1463228920,섬마을,4.0,5.0,낙지볶음밥이 맛있어서 요새 계속 갑니다,20.0
433,놀러와분식,분식,라면김밥분식,분식 및 김밥 전문점,오정동,36.3595478396817,127.414514479112,분식라면김밥분식분식 및 김밥 전문점,오정동%20놀러와분식,https://place.map.kakao.com/12232871,놀러와분식,4.0,5.0,,0.0
434,성열식당,한식,한식/백반/한정식,한식 음식점업,문창동,36.3149511496779,127.438367888441,한식한식 백반 한정식한식 음식점업,문창동%20성열식당,https://place.map.kakao.com/9170481,성열식당,4.0,1.0,할머니의 손맛이 느껴지는 식당이에요^^ 소머리 국밥이 아주 맛있어서 와이프랑 가끔 들러요~ 선지국밥도 맛있고 양도 푸짐하네요^^,0.0
435,본가아구와동태찜,한식,한식/백반/한정식,한식 음식점업,은행선화동,36.3307648158164,127.420666720411,한식한식 백반 한정식한식 음식점업,은행선화동%20본가아구와동태찜,https://place.map.kakao.com/11277382,본가아구와동태찜,4.0,4.0,별루 그닥,12.0
436,먹빵,분식,라면김밥분식,분식 및 김밥 전문점,문화1동,36.3146254854956,127.404594126352,분식라면김밥분식분식 및 김밥 전문점,문화1동%20먹빵,https://place.map.kakao.com/26777947,먹빵,4.0,4.0,,0.0
